,name,brand,model,year,age,km_driven,torque_Nm,max_power_bhp,mileage_kmpl,selling_price,seller_type,owner,seats,engine,transmission,fuel,mileage,torque,dumpName
3291,Mahindra XUV500 W8 4WD,Mahindra,XUV500,2012,9,80000,330.0,140.0,15.1,650000,Individual,Third_or_Above,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W8 4WD
3292,Mahindra XUV500 W8 4WD,Mahindra,XUV500,2012,9,100000,330.0,140.0,15.1,900000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W8 4WD
3293,Mahindra XUV500 W8 4WD,Mahindra,XUV500,2012,9,120000,330.0,140.0,15.1,675000,Individual,Second,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W8 4WD
3294,Mahindra XUV500 W6 2WD,Mahindra,XUV500,2012,9,40000,330.0,140.0,15.1,800000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W6 2WD
3295,Mahindra XUV500 W8 4WD,Mahindra,XUV500,2012,9,200000,330.0,140.0,15.1,500000,Individual,Third_or_Above,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W8 4WD
3296,Mahindra XUV500 W8 4WD,Mahindra,XUV500,2012,9,60000,330.0,140.0,15.1,700000,Individual,Second,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W8 4WD
3297,Mahindra XUV500 W8 2WD,Mahindra,XUV500,2013,8,85036,330.0,140.0,15.1,900000,Dealer,Second,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W8 2WD
3298,Mahindra XUV500 W8 2WD,Mahindra,XUV500,2013,8,49700,330.0,140.0,15.1,950000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W8 2WD
3299,Mahindra XUV500 W8 AWD,Mahindra,XUV500,2013,8,177000,330.0,140.0,15.1,600000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W8 AWD
3300,Mahindra XUV500 W8 2WD,Mahindra,XUV500,2013,8,80000,330.0,140.0,15.1,750000,Individual,Second,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W8 2WD
3301,Mahindra XUV500 W8 AWD,Mahindra,XUV500,2013,8,150000,330.0,140.0,15.1,720000,Individual,Second,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W8 AWD
3302,Mahindra XUV500 W8 4WD,Mahindra,XUV500,2013,8,150000,330.0,140.0,15.1,800000,Individual,Second,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W8 4WD
3303,Mahindra XUV500 W8 2WD,Mahindra,XUV500,2013,8,60000,330.0,140.0,15.1,540000,Individual,Second,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W8 2WD
3304,Mahindra XUV500 W8 4WD,Mahindra,XUV500,2013,8,120000,330.0,140.0,15.1,800000,Individual,Second,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W8 4WD
3305,Mahindra XUV500 W6 2WD,Mahindra,XUV500,2013,8,110000,330.0,140.0,15.1,750000,Individual,Second,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W6 2WD
3306,Mahindra XUV500 W6 2WD,Mahindra,XUV500,2013,8,91000,330.0,140.0,15.1,600000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W6 2WD
3307,Mahindra XUV500 W6 2WD,Mahindra,XUV500,2013,8,18000,330.0,140.0,15.1,900000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W6 2WD
3308,Mahindra XUV500 W6 2WD,Mahindra,XUV500,2013,8,85710,330.0,140.0,15.1,650000,Dealer,First,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W6 2WD
3309,Mahindra XUV500 W8 2WD,Mahindra,XUV500,2013,8,70000,330.0,140.0,15.1,550000,Individual,Third_or_Above,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W8 2WD
3310,Mahindra XUV500 W4,Mahindra,XUV500,2013,8,70000,330.0,140.0,15.1,750000,Individual,Second,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W4
3311,Mahindra XUV500 W8 2WD,Mahindra,XUV500,2013,8,49700,330.0,140.0,15.1,950000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W8 2WD
3312,Mahindra XUV500 W8 2WD,Mahindra,XUV500,2013,8,120000,330.0,140.0,15.1,750000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W8 2WD
3313,Mahindra XUV500 W4,Mahindra,XUV500,2014,7,80000,330.0,140.0,15.1,605000,Individual,Second,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W4
3314,Mahindra XUV500 W8 2WD,Mahindra,XUV500,2014,7,90000,330.0,140.0,15.1,650000,Individual,Second,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W8 2WD
3315,Mahindra XUV500 W6 2WD,Mahindra,XUV500,2014,7,100000,330.0,140.0,15.1,810000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W6 2WD
3316,Mahindra XUV500 W8 2WD,Mahindra,XUV500,2014,7,60000,330.0,140.0,15.1,800000,Individual,Second,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W8 2WD
3317,Mahindra XUV500 W6 2WD,Mahindra,XUV500,2014,7,80000,330.0,140.0,15.1,750000,Individual,Second,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W6 2WD
3318,Mahindra XUV500 W8 AWD,Mahindra,XUV500,2014,7,110000,330.0,140.0,15.1,825000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W8 AWD
3319,Mahindra XUV500 W4,Mahindra,XUV500,2014,7,117000,330.0,140.0,15.1,649000,Individual,Third_or_Above,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W4
3320,Mahindra XUV500 W6 2WD,Mahindra,XUV500,2014,7,165000,330.0,140.0,15.1,825000,Individual,Second,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W6 2WD
3321,Mahindra XUV500 W6 2WD,Mahindra,XUV500,2014,7,120000,330.0,140.0,15.1,850000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W6 2WD
3322,Mahindra XUV500 W4,Mahindra,XUV500,2014,7,120000,330.0,140.0,15.1,850000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W4
3323,Mahindra XUV500 W4,Mahindra,XUV500,2014,7,120000,330.0,140.0,15.1,880000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W4
3324,Mahindra XUV500 W8 2WD,Mahindra,XUV500,2014,7,60000,330.0,140.0,15.1,850000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W8 2WD
3325,Mahindra XUV500 W8 2WD,Mahindra,XUV500,2014,7,120000,330.0,140.0,15.1,1000000,Individual,Third_or_Above,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W8 2WD
3326,Mahindra XUV500 W6 2WD,Mahindra,XUV500,2014,7,80000,330.0,140.0,15.1,750000,Individual,Second,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W6 2WD
3327,Mahindra XUV500 W8 2WD,Mahindra,XUV500,2014,7,90000,330.0,140.0,15.1,750000,Individual,Second,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W8 2WD
3328,Mahindra XUV500 W8 2WD,Mahindra,XUV500,2014,7,60000,330.0,140.0,15.1,750000,Individual,Second,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W8 2WD
3329,Mahindra XUV500 W6 2WD,Mahindra,XUV500,2014,7,120000,330.0,140.0,15.1,980000,Individual,Second,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W6 2WD
3330,Mahindra XUV500 W8 AWD,Mahindra,XUV500,2014,7,50000,330.0,140.0,15.1,1000000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W8 AWD
3331,Mahindra XUV500 W6 2WD,Mahindra,XUV500,2014,7,120000,330.0,140.0,15.1,525000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W6 2WD
3332,Mahindra XUV500 W4,Mahindra,XUV500,2014,7,40000,330.0,140.0,15.1,650000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W4
3333,Mahindra XUV500 W6 2WD,Mahindra,XUV500,2014,7,122000,330.0,140.0,15.1,600000,Individual,Second,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W6 2WD
3334,Mahindra XUV500 W6 2WD,Mahindra,XUV500,2014,7,141000,330.0,140.0,15.1,725000,Individual,Second,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W6 2WD
3335,Mahindra XUV500 W6 2WD,Mahindra,XUV500,2014,7,50000,330.0,140.0,15.1,750000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W6 2WD
3336,Mahindra XUV500 W8 4WD,Mahindra,XUV500,2014,7,136000,330.0,140.0,15.1,800000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W8 4WD
3337,Mahindra XUV500 W8 2WD,Mahindra,XUV500,2014,7,120000,330.0,140.0,15.1,680000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W8 2WD
3338,Mahindra XUV500 W8 2WD,Mahindra,XUV500,2014,7,90000,330.0,140.0,15.1,750000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W8 2WD
3339,Mahindra XUV500 W8 AWD,Mahindra,XUV500,2014,7,70000,330.0,140.0,15.1,750000,Individual,Second,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W8 AWD
3340,Mahindra XUV500 W8 2WD,Mahindra,XUV500,2014,7,75000,330.0,140.0,15.1,850000,Dealer,First,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W8 2WD
3341,Mahindra XUV500 W6 2WD,Mahindra,XUV500,2014,7,69000,330.0,140.0,15.1,780000,Dealer,First,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W6 2WD
3342,Mahindra XUV500 W4,Mahindra,XUV500,2015,6,125000,330.0,140.0,15.1,650000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W4
3343,Mahindra XUV500 W6 2WD,Mahindra,XUV500,2015,6,90000,330.0,140.0,15.1,850000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W6 2WD
3344,Mahindra XUV500 W10 2WD,Mahindra,XUV500,2015,6,110000,330.0,140.0,16.0,1100000,Individual,First,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W10 2WD
3345,Mahindra XUV500 W8 2WD,Mahindra,XUV500,2015,6,64800,330.0,140.0,15.1,850000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W8 2WD
3346,Mahindra XUV500 AT W10 FWD,Mahindra,XUV500,2015,6,50000,330.0,140.0,16.0,1200000,Individual,Second,7,2179 CC,Automatic,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,AT W10 FWD
3347,Mahindra XUV500 W6 2WD,Mahindra,XUV500,2015,6,28000,330.0,140.0,15.1,1050000,Individual,Second,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W6 2WD
3348,Mahindra XUV500 AT W10 FWD,Mahindra,XUV500,2015,6,100000,330.0,140.0,16.0,900000,Individual,Second,7,2179 CC,Automatic,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,AT W10 FWD
3349,Mahindra XUV500 W10 2WD,Mahindra,XUV500,2015,6,188000,330.0,140.0,16.0,950000,Individual,First,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W10 2WD
3350,Mahindra XUV500 W10 2WD,Mahindra,XUV500,2015,6,140000,330.0,140.0,16.0,919999,Individual,First,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W10 2WD
3351,Mahindra XUV500 W10 2WD,Mahindra,XUV500,2015,6,39000,330.0,140.0,16.0,1225000,Dealer,First,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W10 2WD
3352,Mahindra XUV500 W10 2WD,Mahindra,XUV500,2015,6,24700,330.0,140.0,16.0,1000000,Individual,First,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W10 2WD
3353,Mahindra XUV500 W10 2WD,Mahindra,XUV500,2015,6,39000,330.0,140.0,16.0,1225000,Dealer,First,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W10 2WD
3354,Mahindra XUV500 W8 4WD,Mahindra,XUV500,2015,6,120000,330.0,140.0,15.1,1050000,Individual,Second,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W8 4WD
3355,Mahindra XUV500 W10 2WD,Mahindra,XUV500,2015,6,24700,330.0,140.0,16.0,1000000,Individual,First,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W10 2WD
3356,Mahindra XUV500 W6 2WD,Mahindra,XUV500,2015,6,10000,330.0,140.0,15.1,1200000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W6 2WD
3357,Mahindra XUV500 AT W10 FWD,Mahindra,XUV500,2015,6,77000,330.0,140.0,16.0,1100000,Individual,Second,7,2179 CC,Automatic,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,AT W10 FWD
3358,Mahindra XUV500 W8 4WD,Mahindra,XUV500,2015,6,173000,330.0,140.0,16.0,850000,Individual,First,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W8 4WD
3359,Mahindra XUV500 W10 2WD,Mahindra,XUV500,2015,6,140000,330.0,140.0,16.0,850000,Individual,First,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W10 2WD
3360,Mahindra XUV500 W10 2WD,Mahindra,XUV500,2015,6,100000,330.0,140.0,16.0,975000,Individual,First,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W10 2WD
3361,Mahindra XUV500 W8 AWD,Mahindra,XUV500,2015,6,65000,330.0,140.0,15.1,1050000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W8 AWD
3362,Mahindra XUV500 W10 2WD,Mahindra,XUV500,2015,6,56975,330.0,140.0,16.0,1147000,Individual,First,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W10 2WD
3363,Mahindra XUV500 W6 2WD,Mahindra,XUV500,2015,6,90000,330.0,140.0,16.0,819999,Individual,First,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W6 2WD
3364,Mahindra XUV500 AT W10 FWD,Mahindra,XUV500,2015,6,70000,330.0,140.0,16.0,1100000,Individual,First,7,2179 CC,Automatic,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,AT W10 FWD
3365,Mahindra XUV500 W6 2WD,Mahindra,XUV500,2015,6,140000,330.0,140.0,15.1,800000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W6 2WD
3366,Mahindra XUV500 AT W8 FWD,Mahindra,XUV500,2015,6,70000,330.0,140.0,16.0,1044999,Individual,First,7,2179 CC,Automatic,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,AT W8 FWD
3367,Mahindra XUV500 W6 2WD,Mahindra,XUV500,2015,6,41000,330.0,140.0,15.1,944999,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,330Nm@ 1600-2800rpm,W6 2WD
3368,Mahindra XUV500 AT W10 AWD,Mahindra,XUV500,2016,5,50000,330.0,140.0,16.0,1290000,Individual,First,7,2179 CC,Automatic,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,AT W10 AWD
3369,Mahindra XUV500 W10 1.99 mHawk,Mahindra,XUV500,2016,5,50000,320.0,140.0,16.0,1165000,Individual,First,7,1997 CC,Manual,Diesel,16.0 kmpl,320Nm@ 1600-2800rpm,W10 1.99 mHawk
3370,Mahindra XUV500 W10 2WD,Mahindra,XUV500,2016,5,110000,330.0,140.0,16.0,1175000,Individual,First,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W10 2WD
3371,Mahindra XUV500 AT W6 2WD,Mahindra,XUV500,2016,5,80000,330.0,140.0,16.0,850000,Individual,Second,7,2179 CC,Automatic,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,AT W6 2WD
3372,Mahindra XUV500 AT W6 1.99 mHawk,Mahindra,XUV500,2016,5,54000,320.0,140.0,16.0,975000,Individual,First,7,1997 CC,Automatic,Diesel,16.0 kmpl,320Nm@ 1600-2800rpm,AT W6 1.99 mHawk
3373,Mahindra XUV500 W10 2WD,Mahindra,XUV500,2016,5,70000,330.0,140.0,16.0,1350000,Individual,First,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W10 2WD
3374,Mahindra XUV500 W8 2WD,Mahindra,XUV500,2016,5,48000,330.0,140.0,16.0,925000,Individual,Second,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W8 2WD
3375,Mahindra XUV500 W6 2WD,Mahindra,XUV500,2016,5,100000,330.0,140.0,16.0,1000000,Individual,First,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W6 2WD
3376,Mahindra XUV500 W6 2WD,Mahindra,XUV500,2016,5,90000,330.0,140.0,16.0,800000,Individual,First,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W6 2WD
3377,Mahindra XUV500 AT W6 2WD,Mahindra,XUV500,2016,5,120000,330.0,140.0,16.0,861999,Individual,First,7,2179 CC,Automatic,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,AT W6 2WD
3378,Mahindra XUV500 AT W10 AWD,Mahindra,XUV500,2016,5,40000,330.0,140.0,16.0,1300000,Individual,First,7,2179 CC,Automatic,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,AT W10 AWD
3379,Mahindra XUV500 AT W6 2WD,Mahindra,XUV500,2016,5,75000,330.0,140.0,16.0,950000,Individual,Third_or_Above,7,2179 CC,Automatic,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,AT W6 2WD
3380,Mahindra XUV500 W10 2WD,Mahindra,XUV500,2016,5,25000,330.0,140.0,16.0,1350000,Individual,First,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W10 2WD
3381,Mahindra XUV500 W4,Mahindra,XUV500,2016,5,22522,330.0,140.0,16.0,1025000,Dealer,First,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W4
3382,Mahindra XUV500 W4 1.99 mHawk,Mahindra,XUV500,2016,5,40000,320.0,140.0,16.0,890000,Individual,Second,7,1997 CC,Manual,Diesel,16.0 kmpl,320Nm@ 1600-2800rpm,W4 1.99 mHawk
3383,Mahindra XUV500 AT W10 AWD,Mahindra,XUV500,2016,5,91567,330.0,140.0,16.0,1300000,Individual,Third_or_Above,7,2179 CC,Automatic,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,AT W10 AWD
3384,Mahindra XUV500 W10 2WD,Mahindra,XUV500,2017,4,54000,330.0,140.0,16.0,1625000,Individual,First,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W10 2WD
3385,Mahindra XUV500 W10 2WD,Mahindra,XUV500,2017,4,54000,330.0,140.0,16.0,1325000,Individual,First,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W10 2WD
3386,Mahindra XUV500 W10 2WD,Mahindra,XUV500,2017,4,88754,330.0,140.0,16.0,1100000,Dealer,First,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W10 2WD
3387,Mahindra XUV500 W10 2WD,Mahindra,XUV500,2017,4,42000,330.0,140.0,16.0,1150000,Individual,Second,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W10 2WD
3388,Mahindra XUV500 W10 2WD,Mahindra,XUV500,2017,4,25000,330.0,140.0,16.0,1350000,Individual,First,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W10 2WD
3389,Mahindra XUV500 W10 2WD,Mahindra,XUV500,2017,4,88754,330.0,140.0,16.0,1100000,Dealer,First,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W10 2WD
3390,Mahindra XUV500 W6 2WD,Mahindra,XUV500,2017,4,43526,330.0,140.0,16.0,1150000,Dealer,First,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W6 2WD
3391,Mahindra XUV500 AT W6 2WD,Mahindra,XUV500,2017,4,46000,330.0,140.0,16.0,1050000,Individual,First,7,2179 CC,Automatic,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,AT W6 2WD
3392,Mahindra XUV500 W10 2WD,Mahindra,XUV500,2017,4,66953,330.0,140.0,16.0,1500000,Individual,First,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W10 2WD
3393,Mahindra XUV500 W10 2WD,Mahindra,XUV500,2017,4,60000,330.0,140.0,16.0,1250000,Individual,First,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W10 2WD
3394,Mahindra XUV500 W10 2WD,Mahindra,XUV500,2017,4,20000,330.0,140.0,16.0,1350000,Individual,First,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W10 2WD
3395,Mahindra XUV500 W10 1.99 mHawk,Mahindra,XUV500,2018,3,30000,320.0,140.0,16.0,1400000,Individual,First,7,1997 CC,Manual,Diesel,16.0 kmpl,320Nm@ 1600-2800rpm,W10 1.99 mHawk
3396,Mahindra XUV500 W9 2WD,Mahindra,XUV500,2018,3,40000,330.0,138.0,16.0,1530000,Individual,First,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W9 2WD
3397,Mahindra XUV500 W4,Mahindra,XUV500,2018,3,15000,330.0,140.0,16.0,1050000,Individual,First,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W4
3398,Mahindra XUV500 W11 Option BSIV,Mahindra,XUV500,2018,3,15000,360.0,152.87,15.1,1700000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,360Nm@ 1750-2800rpm,W11 Option BSIV
3399,Mahindra XUV500 W5 BSIV,Mahindra,XUV500,2018,3,25000,360.0,152.87,15.1,1200000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,360Nm@ 1750-2800rpm,W5 BSIV
3400,Mahindra XUV500 W9 2WD,Mahindra,XUV500,2018,3,40000,330.0,138.0,16.0,1350000,Individual,First,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W9 2WD
3401,Mahindra XUV500 W7 BSIV,Mahindra,XUV500,2018,3,50000,360.0,152.87,15.1,1100000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,360Nm@ 1750-2800rpm,W7 BSIV
3402,Mahindra XUV500 W9 BSIV,Mahindra,XUV500,2018,3,24000,360.0,152.87,15.1,1475000,Dealer,First,7,2179 CC,Manual,Diesel,15.1 kmpl,360Nm@ 1750-2800rpm,W9 BSIV
3403,Mahindra XUV500 W11 Option BSIV,Mahindra,XUV500,2018,3,60000,360.0,152.87,15.1,1500000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,360Nm@ 1750-2800rpm,W11 Option BSIV
3404,Mahindra XUV500 W11 Option BSIV,Mahindra,XUV500,2018,3,60000,360.0,152.87,15.1,1500000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,360Nm@ 1750-2800rpm,W11 Option BSIV
3405,Mahindra XUV500 W7 BSIV,Mahindra,XUV500,2018,3,29000,360.0,152.87,15.1,1150000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,360Nm@ 1750-2800rpm,W7 BSIV
3406,Mahindra XUV500 W9 BSIV,Mahindra,XUV500,2018,3,46000,360.0,152.87,15.1,1525000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,360Nm@ 1750-2800rpm,W9 BSIV
3407,Mahindra XUV500 AT W9 2WD,Mahindra,XUV500,2018,3,20000,330.0,138.0,16.0,1500000,Individual,First,7,2179 CC,Automatic,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,AT W9 2WD
3408,Mahindra XUV500 W10 2WD,Mahindra,XUV500,2018,3,30000,330.0,140.0,16.0,1500000,Individual,First,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W10 2WD
3409,Mahindra XUV500 W10 1.99 mHawk,Mahindra,XUV500,2018,3,30000,320.0,140.0,16.0,1400000,Individual,First,7,1997 CC,Manual,Diesel,16.0 kmpl,320Nm@ 1600-2800rpm,W10 1.99 mHawk
3410,Mahindra XUV500 W9 2WD,Mahindra,XUV500,2018,3,40000,330.0,138.0,16.0,1350000,Individual,First,7,2179 CC,Manual,Diesel,16.0 kmpl,330Nm@ 1600-2800rpm,W9 2WD
3411,Mahindra XUV500 W5 BSIV,Mahindra,XUV500,2018,3,59865,360.0,152.87,15.1,1051000,Dealer,First,7,2179 CC,Manual,Diesel,15.1 kmpl,360Nm@ 1750-2800rpm,W5 BSIV
3412,Mahindra XUV500 W11 Option AWD,Mahindra,XUV500,2019,2,32000,360.0,155.0,15.1,1700000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,360Nm@ 1750-2800rpm,W11 Option AWD
3413,Mahindra XUV500 W9 BSIV,Mahindra,XUV500,2019,2,18000,360.0,152.87,15.1,1575000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,360Nm@ 1750-2800rpm,W9 BSIV
3414,Mahindra XUV500 W11 BSIV,Mahindra,XUV500,2019,2,28000,360.0,152.87,15.1,1550000,Individual,First,7,2179 CC,Manual,Diesel,15.1 kmpl,360Nm@ 1750-2800rpm,W11 BSIV
3415,Mahindra XUV500 W11 AT BSIV,Mahindra,XUV500,2019,2,25000,360.0,152.87,15.1,1650000,Individual,Second,7,2179 CC,Automatic,Diesel,15.1 kmpl,360Nm@ 1750-2800rpm,W11 AT BSIV
