,selling_price,age,km_driven,torque_Nm,max_power_bhp,mileage_kmpl,brand_type_2,seller_Individual,owner_Second,owner_Third_or_Above,transmission_Manual,fuel_Gas,fuel_Petrol
3686,160000,11,80000,62.0,46.3,19.7,0,1,1,0,1,0,1
3687,165000,11,30000,62.0,46.3,19.7,0,1,0,1,1,0,1
3688,150000,11,91500,62.0,46.3,19.7,0,1,0,0,1,0,1
3689,125000,11,120000,62.0,46.3,19.7,0,1,0,1,1,0,1
3690,150000,11,120000,62.0,46.3,19.7,0,1,1,0,1,0,1
3691,170000,11,75000,62.0,46.3,19.7,0,1,1,0,1,0,1
3692,125000,11,80000,62.0,46.3,19.7,0,1,0,1,1,0,1
3693,160000,11,48000,62.0,46.3,19.7,0,1,1,0,1,0,1
3694,135000,11,95000,62.0,46.3,19.7,0,1,0,1,1,0,1
3695,160000,11,36659,62.0,46.3,19.7,0,1,0,0,1,0,1
3696,190000,11,35000,62.0,46.3,19.7,0,1,0,0,1,0,1
3697,215000,11,64000,62.0,46.3,19.7,0,1,0,0,1,0,1
3698,145000,11,70000,90.0,67.1,20.92,0,1,1,0,1,0,1
3699,132000,11,105000,62.0,46.3,19.7,0,1,0,0,1,0,1
3700,240000,11,80000,90.0,67.1,20.92,0,1,1,0,1,0,1
3701,175000,11,58000,62.0,46.3,19.7,0,1,0,0,1,0,1
3702,160000,11,60000,62.0,46.3,19.7,0,1,0,1,1,0,1
3703,180000,11,80500,62.0,46.3,19.7,0,1,1,0,1,0,1
3704,150000,11,100000,62.0,46.3,19.7,0,1,0,0,1,0,1
3705,85000,11,150000,62.0,46.3,19.7,0,1,0,1,1,0,1
3706,140000,11,80000,62.0,46.3,19.7,0,1,1,0,1,0,1
3707,160000,11,100000,90.0,67.1,20.92,0,1,0,1,1,0,1
3708,160000,11,100000,90.0,67.1,20.92,0,1,0,1,1,0,1
3709,165000,11,20000,62.0,46.3,19.7,0,1,0,0,1,0,1
3710,130000,11,28000,62.0,46.3,19.7,0,1,1,0,1,0,1
3711,135000,11,90000,62.0,46.3,19.7,0,1,0,1,1,0,1
3712,180000,11,25000,62.0,46.3,19.7,0,1,1,0,1,0,1
3713,170000,11,100000,62.0,46.3,19.7,0,1,0,0,1,0,1
3714,155000,11,70000,62.0,38.4,26.83,0,1,1,0,1,1,0
3715,148000,11,120000,90.0,67.1,20.92,0,1,0,0,1,0,1
3716,190000,11,80000,62.0,46.3,19.7,0,1,0,0,1,0,1
3717,175000,10,11000,90.0,67.05,23.95,0,0,0,0,1,0,1
3718,160000,10,25000,62.0,46.3,19.7,0,1,1,0,1,0,1
3719,165000,10,90000,90.0,67.1,20.92,0,1,0,0,1,0,1
3720,210000,10,46000,90.0,67.1,20.92,0,1,0,0,1,0,1
3721,140000,10,50000,90.0,67.1,20.92,0,1,0,1,1,0,1
3722,210000,10,35000,90.0,67.1,20.92,0,1,1,0,1,0,1
3723,170000,10,70000,62.0,46.3,19.7,0,1,0,1,1,0,1
3724,180000,10,60000,62.0,46.3,19.7,0,1,0,0,1,0,1
3725,130000,10,100000,62.0,46.3,19.7,0,1,1,0,1,0,1
3726,195000,10,46000,62.0,46.3,19.7,0,1,1,0,1,0,1
3727,190000,10,92500,90.0,67.1,20.92,0,1,1,0,1,0,1
3728,114999,10,10000,62.0,46.3,19.7,0,1,0,0,1,0,1
3729,200000,10,50600,62.0,46.3,19.7,0,1,0,0,1,0,1
3730,175000,10,175000,62.0,46.3,19.7,0,1,1,0,1,0,1
3731,199000,10,70000,90.0,67.1,20.92,0,1,0,1,1,0,1
3732,140000,10,72000,62.0,46.3,19.7,0,1,1,0,1,0,1
3733,215000,10,50000,62.0,46.3,19.7,0,1,1,0,1,0,1
3734,229999,10,40000,90.0,67.1,20.92,0,1,1,0,1,0,1
3735,175000,10,11000,90.0,67.05,23.95,0,0,0,0,1,0,1
3736,155000,10,40000,62.0,46.3,19.7,0,1,0,0,1,0,1
3737,175000,10,50000,62.0,46.3,19.7,0,1,0,0,1,0,1
3738,235000,10,60000,90.0,67.1,20.92,0,1,0,0,1,0,1
3739,220000,10,35000,62.0,46.3,19.7,0,1,0,0,1,0,1
3740,225000,10,30000,90.0,67.1,20.92,0,1,0,0,1,0,1
3741,141000,10,15000,62.0,46.3,19.7,0,1,0,1,1,0,1
3742,148000,10,40000,62.0,46.3,19.7,0,1,0,1,1,0,1
3743,130000,10,60000,62.0,46.3,19.7,0,1,0,1,1,0,1
3744,180000,10,70000,90.0,67.1,20.92,0,1,0,0,1,0,1
3745,122000,10,110000,62.0,46.3,19.7,0,1,0,1,1,0,1
3746,160000,10,25000,62.0,46.3,19.7,0,1,1,0,1,0,1
3747,225000,10,76000,90.0,67.1,20.92,0,1,1,0,1,0,1
3748,225000,10,90000,62.0,46.3,19.7,0,1,0,0,1,0,1
3749,135000,10,110048,90.0,67.1,20.92,0,1,0,1,1,0,1
3750,200000,10,73000,62.0,46.3,19.7,0,1,0,0,1,0,1
3751,215000,9,90000,62.0,46.3,19.7,0,1,0,1,1,0,1
3752,165000,9,60000,69.0,47.3,30.46,0,1,1,0,1,1,0
3753,250000,9,90000,90.0,67.1,20.92,0,1,0,0,1,0,1
3754,185000,9,60000,62.0,46.3,19.7,0,1,1,0,1,0,1
3755,260000,9,16830,90.0,67.1,20.2,0,1,0,0,1,0,1
3756,225000,9,40000,62.0,46.3,19.7,0,1,0,0,1,0,1
3757,254999,9,30000,69.0,47.3,22.74,0,1,0,0,1,0,1
3758,252000,9,48000,90.0,67.1,20.92,0,1,0,0,1,0,1
3759,200000,9,29500,90.0,67.1,20.92,0,1,0,0,1,0,1
3760,220000,9,100000,69.0,47.3,22.74,0,1,0,0,1,0,1
3761,229999,9,50000,90.0,67.1,20.92,0,1,0,0,1,0,1
3762,200000,9,70000,90.0,67.1,20.92,0,1,1,0,1,0,1
3763,275000,9,50000,90.0,67.1,20.92,0,1,0,0,1,0,1
3764,180000,9,80000,69.0,47.3,22.74,0,1,0,0,1,0,1
3765,180000,9,70000,62.0,46.3,19.7,0,1,1,0,1,0,1
3766,204000,9,110000,90.0,67.1,20.92,0,1,0,1,1,0,1
3767,160000,9,110000,62.0,46.3,19.7,0,1,0,0,1,0,1
3768,229999,9,50000,90.0,67.1,20.92,0,1,0,0,1,0,1
3769,200000,9,38000,69.0,47.3,24.7,0,0,1,0,1,0,1
3770,145000,9,70000,62.0,46.3,19.7,0,1,0,0,1,0,1
3771,135000,9,70000,62.0,46.3,19.7,0,1,0,0,1,0,1
3772,200000,9,50000,62.0,46.3,19.7,0,1,1,0,1,0,1
3773,220000,9,111000,62.0,46.3,19.7,0,1,0,0,1,0,1
3774,185000,9,60000,62.0,46.3,19.7,0,1,1,0,1,0,1
3775,180000,9,80000,62.0,46.3,19.7,0,1,0,1,1,0,1
3776,170000,9,90000,90.0,67.1,20.92,0,1,0,1,1,0,1
3777,235000,9,80000,90.0,67.1,20.92,0,1,0,1,1,0,1
3778,150000,9,82300,62.0,38.4,26.83,0,1,1,0,1,1,0
3779,110000,9,80000,90.0,67.1,20.92,0,1,0,0,1,0,1
3780,220000,9,13000,90.0,67.1,20.92,0,1,0,0,1,0,1
3781,220000,9,13000,90.0,67.1,20.92,0,1,0,0,1,0,1
3782,200000,8,24000,69.0,47.3,22.74,0,1,0,0,1,0,1
3783,199000,8,60000,90.0,67.1,20.2,0,1,1,0,1,0,1
3784,240000,8,60000,90.0,67.1,20.92,0,1,0,0,1,0,1
3785,215000,8,25000,90.0,67.1,20.92,0,1,0,0,1,0,1
3786,250000,8,27000,90.0,67.1,20.92,0,1,0,0,1,0,1
3787,200000,8,90000,69.0,47.3,22.74,0,1,0,0,1,0,1
3788,200000,8,50000,69.0,47.3,22.74,0,1,0,0,1,0,1
3789,170000,8,60000,69.0,47.3,22.74,0,1,0,1,1,0,1
3790,185000,8,80000,69.0,47.3,22.74,0,1,1,0,1,0,1
3791,190000,8,60000,69.0,47.3,22.74,0,1,1,0,1,0,1
3792,190000,8,60000,69.0,47.3,22.74,0,1,1,0,1,0,1
3793,235000,8,52000,69.0,47.3,24.7,0,0,0,0,1,0,1
3794,250000,8,35000,90.0,67.1,20.92,0,1,0,0,1,0,1
3795,215000,8,35000,69.0,47.3,22.74,0,1,0,0,1,0,1
3796,170000,8,60000,69.0,47.3,22.74,0,1,1,0,1,0,1
3797,178000,8,70000,69.0,47.3,30.46,0,1,1,0,1,1,0
3798,270000,8,60000,69.0,47.3,22.74,0,1,0,0,1,0,1
3799,185000,8,85000,69.0,47.3,22.74,0,1,0,0,1,0,1
3800,210000,8,50000,69.0,47.3,22.74,0,1,1,0,1,0,1
3801,160000,8,70000,69.0,47.3,22.74,0,1,1,0,1,0,1
3802,240000,8,44000,90.0,67.1,20.92,0,1,1,0,1,0,1
3803,185000,8,80000,69.0,47.3,22.74,0,1,1,0,1,0,1
3804,235000,8,18000,69.0,47.3,22.74,0,1,0,0,1,0,1
3805,215000,8,25000,90.0,67.1,20.92,0,1,0,0,1,0,1
3806,215000,7,80000,90.0,67.05,23.95,0,1,1,0,1,0,1
3807,250000,7,25000,69.0,47.3,22.74,0,1,0,0,1,0,1
3808,204999,7,15000,69.0,47.3,22.74,0,1,1,0,1,0,1
3809,235000,7,50000,69.0,47.3,22.74,0,1,0,0,1,0,1
3810,200000,7,43381,69.0,47.3,22.74,0,0,1,0,1,0,1
3811,250000,7,40000,69.0,47.3,22.74,0,1,0,0,1,0,1
3812,240000,7,50000,69.0,47.3,22.74,0,1,0,0,1,0,1
3813,110000,7,50000,62.0,46.3,19.7,0,1,1,0,1,0,1
3814,180000,7,55000,69.0,47.3,22.74,0,1,0,0,1,0,1
3815,196000,7,60000,69.0,47.3,22.74,0,1,1,0,1,0,1
3816,185000,7,10300,69.0,47.3,22.74,0,1,0,0,1,0,1
3817,267000,7,40000,69.0,47.3,22.74,0,1,0,0,1,0,1
3818,240000,7,80000,90.0,67.05,23.95,0,1,1,0,1,0,1
3819,254999,7,40000,90.0,67.1,20.92,0,1,1,0,1,0,1
3820,250999,7,30000,69.0,47.3,22.74,0,1,0,0,1,0,1
3821,250000,7,20000,69.0,47.3,22.74,0,1,0,0,1,0,1
3822,250000,7,50000,90.0,67.05,23.95,0,1,1,0,1,0,1
3823,235000,7,25000,69.0,47.3,22.74,0,1,0,0,1,0,1
3824,250000,7,40000,69.0,47.3,22.74,0,1,1,0,1,0,1
3825,240000,7,50000,69.0,47.3,22.74,0,1,0,0,1,0,1
3826,254999,7,40000,90.0,67.1,20.92,0,1,1,0,1,0,1
3827,240000,7,90000,90.0,67.05,23.95,0,1,1,0,1,0,1
3828,220000,7,100000,90.0,67.05,23.95,0,1,0,0,1,0,1
3829,210000,7,70000,90.0,67.1,20.92,0,1,0,0,1,0,1
3830,229999,7,60000,90.0,67.1,20.92,0,1,1,0,1,0,1
3831,206000,7,120000,69.0,47.3,22.74,0,1,1,0,1,0,1
3832,229999,7,30000,69.0,47.3,22.74,0,1,1,0,1,0,1
3833,200000,7,40000,69.0,47.3,22.74,0,1,0,1,1,0,1
3834,300000,7,70000,90.0,67.05,23.95,0,1,0,0,1,0,1
3835,190000,7,70000,69.0,47.3,22.74,0,1,0,1,1,0,1
3836,229999,7,53473,90.0,67.05,23.95,0,1,0,0,1,0,1
3837,250000,7,58000,90.0,67.05,23.95,0,1,1,0,1,0,1
3838,245000,6,40000,69.0,47.3,22.74,0,1,0,0,1,0,1
3839,236000,6,60000,69.0,47.3,22.74,0,1,0,0,1,0,1
3840,250000,6,52000,90.0,67.05,23.95,0,1,0,0,1,0,1
3841,241000,6,15000,69.0,47.3,22.74,0,1,0,0,1,0,1
3842,235000,6,20000,69.0,47.3,22.74,0,1,0,0,1,0,1
3843,270000,6,53000,69.0,47.3,22.74,0,1,1,0,1,0,1
3844,280000,6,28000,69.0,47.3,22.74,0,1,1,0,1,0,1
3845,285000,6,40000,90.0,67.05,23.95,0,1,0,0,1,0,1
3846,220000,6,40000,69.0,47.3,22.74,0,1,1,0,1,0,1
3847,265000,6,54000,90.0,67.05,23.95,0,1,0,0,1,0,1
3848,270000,6,49900,69.0,47.3,22.74,0,1,1,0,1,0,1
3849,315000,6,29000,90.0,67.05,23.95,0,1,0,0,1,0,1
3850,280000,6,80000,69.0,47.3,22.74,0,1,0,0,1,0,1
3851,320000,6,30000,90.0,67.05,23.95,0,1,0,0,1,0,1
3852,275000,6,16700,69.0,47.3,22.74,0,1,0,0,1,0,1
3853,240000,6,50000,90.0,67.05,23.95,0,1,1,0,1,0,1
3854,300000,6,20000,90.0,67.05,23.95,0,1,0,0,1,0,1
3855,310000,6,18000,69.0,47.3,22.74,0,1,0,0,1,0,1
3856,240000,6,80000,90.0,67.05,23.95,0,1,1,0,1,0,1
3857,180000,6,35000,69.0,47.3,22.74,0,1,1,0,1,0,1
3858,300000,6,40000,90.0,67.05,23.95,0,1,0,0,1,0,1
3859,300000,6,50000,69.0,47.3,22.74,0,1,0,0,1,0,1
3860,265000,6,48000,69.0,47.3,24.7,0,0,0,0,1,0,1
3861,290000,6,42000,90.0,67.05,23.95,0,1,0,0,1,0,1
3862,210000,6,50000,69.0,47.3,22.74,0,1,1,0,1,0,1
3863,350000,6,38000,90.0,67.05,23.95,0,1,1,0,0,0,1
3864,270000,6,40000,69.0,47.3,22.74,0,1,0,0,1,0,1
3865,265000,6,67000,90.0,67.05,23.95,0,1,0,0,1,0,1
3866,245000,6,40000,69.0,47.3,22.74,0,1,0,0,1,0,1
3867,170000,6,20000,69.0,47.3,22.74,0,1,0,1,1,0,1
3868,245000,6,36710,69.0,47.3,22.74,0,1,1,0,1,0,1
3869,250000,6,26500,69.0,47.3,22.74,0,1,0,0,1,0,1
3870,270000,6,22000,69.0,47.3,22.74,0,1,0,0,1,0,1
3871,300000,6,24000,90.0,67.05,23.95,0,1,0,0,1,0,1
3872,260000,6,25000,69.0,47.3,22.74,0,1,0,0,1,0,1
3873,250000,6,70000,69.0,47.3,22.74,0,1,0,0,1,0,1
3874,315000,5,32000,69.0,47.3,24.7,0,0,0,0,1,0,1
3875,275000,5,38000,69.0,47.3,24.7,0,0,0,0,1,0,1
3876,240000,5,50000,69.0,47.3,22.74,0,1,0,0,1,0,1
3877,270000,5,50000,69.0,47.3,22.74,0,1,0,0,1,0,1
3878,250000,5,50000,69.0,47.3,24.7,0,1,1,0,1,0,1
3879,300000,5,25000,90.0,67.05,23.95,0,1,0,0,1,0,1
3880,298000,5,70000,90.0,67.05,23.95,0,1,0,0,1,0,1
3881,250000,5,20000,90.0,67.05,23.95,0,1,1,0,1,0,1
3882,305000,5,60000,69.0,47.3,22.74,0,1,1,0,1,0,1
3883,300000,5,40000,69.0,47.3,22.74,0,1,0,0,1,0,1
3884,260000,5,65000,69.0,47.3,22.74,0,1,1,0,1,0,1
3885,310000,5,15000,69.0,47.3,22.74,0,1,0,0,1,0,1
3886,240000,5,50000,69.0,47.3,22.74,0,1,0,0,1,0,1
3887,245000,5,50000,69.0,47.3,22.74,0,1,0,0,1,0,1
3888,300000,5,50000,69.0,47.3,22.74,0,1,1,0,1,0,1
3889,225000,5,35000,69.0,47.3,22.74,0,1,1,0,1,0,1
3890,270000,5,60000,69.0,47.3,22.74,0,1,1,0,1,0,1
3891,325000,5,20000,90.0,67.05,23.95,0,1,0,0,1,0,1
3892,220000,5,40000,69.0,47.3,22.74,0,1,0,0,1,0,1
3893,265000,5,110000,90.0,67.05,23.95,0,1,0,0,1,0,1
3894,250000,5,20000,69.0,47.3,22.74,0,1,0,0,1,0,1
3895,300000,5,25000,69.0,47.3,22.74,0,1,0,0,1,0,1
3896,320000,5,50000,90.0,67.05,23.95,0,1,0,0,1,0,1
3897,330000,5,30000,90.0,67.05,23.95,0,1,0,0,1,0,1
3898,300000,5,5000,69.0,47.3,22.74,0,1,0,0,1,0,1
3899,280000,5,30000,69.0,47.3,22.74,0,1,1,0,1,0,1
3900,260000,5,65000,69.0,47.3,22.74,0,1,1,0,1,0,1
3901,270000,5,35000,69.0,47.3,22.74,0,1,0,0,1,0,1
3902,315000,5,25000,69.0,47.3,22.74,0,1,0,0,1,0,1
3903,285000,5,75000,90.0,67.05,23.95,0,1,0,0,1,0,1
3904,300000,5,15000,90.0,67.05,23.95,0,1,0,0,1,0,1
3905,260000,5,120000,90.0,67.05,23.95,0,1,0,0,1,0,1
3906,300000,5,38000,69.0,47.3,24.7,0,1,0,0,1,0,1
3907,315000,5,32000,69.0,47.3,24.7,0,0,0,0,1,0,1
3908,275000,5,38000,69.0,47.3,24.7,0,0,0,0,1,0,1
3909,310000,5,23400,90.0,67.1,23.95,0,1,1,0,1,0,1
3910,290000,5,15000,69.0,47.3,22.74,0,1,0,0,1,0,1
3911,262000,5,50000,69.0,47.3,22.74,0,1,0,0,1,0,1
3912,350000,5,9900,90.0,67.05,23.95,0,1,0,0,1,0,1
3913,305000,5,40000,90.0,67.05,23.95,0,1,0,0,1,0,1
3914,305000,5,40000,90.0,67.05,23.95,0,1,0,0,1,0,1
3915,240000,5,35000,69.0,47.3,22.74,0,1,1,0,1,0,1
3916,250000,5,20000,90.0,67.05,23.95,0,1,1,0,1,0,1
3917,252000,5,30000,69.0,47.3,22.74,0,1,0,0,1,0,1
3918,320000,5,46737,69.0,47.3,22.74,0,1,0,0,1,0,1
3919,275000,4,28000,69.0,47.3,24.7,0,1,0,0,1,0,1
3920,268000,4,25000,69.0,47.3,24.7,0,1,0,0,1,0,1
3921,300000,4,30000,90.0,67.05,23.95,0,1,0,0,1,0,1
3922,350000,4,27000,90.0,67.05,23.95,0,1,0,0,1,0,1
3923,310000,4,35000,69.0,47.3,24.7,0,1,1,0,1,0,1
3924,300000,4,50000,69.0,47.3,24.7,0,1,1,0,1,0,1
3925,295000,4,35000,69.0,47.3,24.7,0,1,0,0,1,0,1
3926,275000,4,58000,69.0,47.3,24.7,0,1,0,0,1,0,1
3927,310000,4,20000,69.0,47.3,24.7,0,1,0,0,1,0,1
3928,320000,4,32000,90.0,67.05,23.95,0,1,1,0,1,0,1
3929,325000,4,3564,90.0,67.05,23.95,0,1,0,0,1,0,1
3930,310000,4,35000,69.0,47.3,24.7,0,1,0,0,1,0,1
3931,285000,4,25000,69.0,47.3,24.7,0,1,1,0,1,0,1
3932,310000,4,15000,69.0,47.3,24.7,0,1,0,0,1,0,1
3933,400000,4,10000,90.0,67.1,23.95,0,1,0,0,0,0,1
3934,310000,4,35000,69.0,47.3,24.7,0,1,0,0,1,0,1
3935,260000,4,67000,60.0,40.3,33.44,0,1,0,0,1,1,0
3936,330000,4,50000,90.0,67.05,23.95,0,1,0,0,1,0,1
3937,282000,4,15000,69.0,47.3,24.7,0,1,0,0,1,0,1
3938,300000,4,80000,69.0,47.3,24.7,0,1,0,0,1,0,1
3939,370000,4,30000,90.0,67.05,23.95,0,1,0,0,1,0,1
3940,325000,4,23000,69.0,47.3,24.7,0,1,0,0,1,0,1
3941,250000,4,42000,69.0,47.3,24.7,0,1,0,0,1,0,1
3942,350000,4,15500,90.0,67.1,23.95,0,1,0,0,0,0,1
3943,310000,4,35000,69.0,47.3,24.7,0,1,0,0,1,0,1
3944,335000,4,25000,90.0,67.05,23.95,0,1,0,0,1,0,1
3945,300000,4,30000,90.0,67.05,23.95,0,1,0,0,1,0,1
3946,290000,4,90000,69.0,47.3,24.7,0,1,1,0,1,0,1
3947,250000,4,20000,90.0,67.05,23.95,0,1,0,0,1,0,1
3948,295000,4,80000,69.0,47.3,24.7,0,1,0,0,1,0,1
3949,300000,4,27000,69.0,47.3,24.7,0,1,0,0,1,0,1
3950,254000,4,40000,69.0,47.3,24.7,0,1,0,0,1,0,1
3951,330000,4,20000,69.0,47.3,24.7,0,1,0,0,1,0,1
3952,350000,4,40000,90.0,67.05,23.95,0,1,0,0,1,0,1
3953,295000,4,15000,69.0,47.3,24.7,0,1,0,0,1,0,1
3954,316000,4,25000,69.0,47.3,24.7,0,1,0,0,1,0,1
3955,290000,4,10000,90.0,67.05,23.95,0,1,1,0,1,0,1
3956,282000,4,15000,69.0,47.3,24.7,0,1,0,0,1,0,1
3957,310000,4,54000,69.0,47.3,24.7,0,1,0,0,1,0,1
3958,270000,4,35000,69.0,47.3,24.7,0,1,0,0,1,0,1
3959,382000,4,40000,90.0,67.1,23.95,0,1,0,0,1,0,1
3960,340000,4,45000,90.0,67.1,23.95,0,1,0,0,1,0,1
3961,390000,3,10300,90.0,67.05,23.95,0,0,0,0,1,0,1
3962,270000,3,20000,69.0,47.3,24.7,0,1,0,0,1,0,1
3963,308000,3,15000,69.0,47.3,24.7,0,1,0,0,1,0,1
3964,375000,3,11500,90.0,67.05,23.95,0,1,0,0,1,0,1
3965,310000,3,10000,69.0,47.3,24.7,0,1,0,0,1,0,1
3966,310000,3,30000,69.0,47.3,24.7,0,1,0,0,1,0,1
3967,310000,3,13000,69.0,47.3,24.7,0,1,0,0,1,0,1
3968,295000,3,20000,69.0,47.3,24.7,0,1,0,0,1,0,1
3969,350000,3,10000,90.0,67.05,23.95,0,1,0,0,1,0,1
3970,300000,3,15000,69.0,47.3,24.7,0,1,1,0,1,0,1
3971,270000,3,20000,69.0,47.3,24.7,0,1,0,0,1,0,1
3972,350000,3,44000,69.0,47.3,24.7,0,1,0,0,1,0,1
3973,350000,3,40000,90.0,67.05,23.95,0,1,0,0,1,0,1
3974,285000,3,22000,69.0,47.3,24.7,0,1,0,0,1,0,1
3975,320000,3,15000,69.0,47.3,24.7,0,1,0,0,1,0,1
3976,350000,3,50000,69.0,47.3,24.7,0,1,0,0,1,0,1
3977,390000,3,10000,90.0,67.05,23.95,0,1,0,0,1,0,1
3978,300000,3,30000,69.0,47.3,24.7,0,1,0,0,1,0,1
3979,300000,3,30000,69.0,47.3,24.7,0,1,0,0,1,0,1
3980,310000,3,20000,69.0,47.3,24.7,0,1,0,0,1,0,1
3981,330000,2,10000,60.0,40.3,33.44,0,1,1,0,1,1,0
3982,366000,2,15000,90.0,67.1,23.95,0,1,0,0,1,0,1
3983,360000,2,25000,90.0,67.05,23.95,0,1,0,0,1,0,1
3984,360000,2,27000,90.0,67.05,23.95,0,1,0,0,1,0,1
3985,399000,2,10000,90.0,67.05,23.95,0,1,0,0,1,0,1
3986,380000,2,14000,90.0,67.05,23.95,0,1,0,0,0,0,1
3987,430000,2,20000,78.0,58.3,32.26,0,1,0,0,1,1,0
3988,350000,2,15000,90.0,67.05,23.95,0,1,0,0,1,0,1
3989,330000,2,10000,60.0,40.3,33.44,0,1,1,0,1,1,0
3990,366000,2,15000,90.0,67.1,23.95,0,1,0,0,1,0,1
3991,390000,1,6000,90.0,67.05,23.95,0,1,0,0,1,0,1
3992,370000,1,15000,69.0,47.3,22.05,0,1,0,0,1,0,1
3993,350000,1,5000,69.0,47.3,22.05,0,1,0,0,1,0,1
3994,250999,1,30000,69.0,47.3,22.05,0,1,0,0,1,0,1
3995,350000,1,5000,69.0,47.3,22.05,0,1,0,0,1,0,1
3996,370000,1,16000,69.0,47.3,33.0,0,1,0,0,1,1,0
3997,360000,1,5000,69.0,47.3,22.05,0,1,0,0,1,0,1
3998,50000,16,90000,130.0,94.0,15.4,0,1,1,0,1,0,1
3999,590000,6,110000,190.0,74.0,27.39,0,1,0,0,1,0,0
4000,585000,6,33243,115.0,83.1,21.4,0,0,0,0,1,0,1
4001,562000,6,60000,190.0,74.0,27.39,0,1,0,0,1,0,0
4002,600000,6,70000,190.0,74.0,27.39,0,1,1,0,1,0,0
4003,650000,6,50000,115.0,83.1,21.4,0,1,0,0,1,0,1
4004,575000,5,45000,115.0,83.1,21.4,0,1,0,0,1,0,1
4005,650000,5,50000,115.0,83.1,21.4,0,1,0,0,0,0,1
4006,660000,5,60000,115.0,83.1,21.4,0,1,0,0,1,0,1
4007,600000,5,6757,113.0,81.8,21.01,0,0,0,0,1,0,1
4008,700000,5,78000,190.0,74.0,27.39,0,1,0,0,1,0,0
4009,562000,5,25339,115.0,83.1,21.4,0,1,0,0,1,0,1
4010,550000,5,45000,115.0,83.1,21.4,0,1,0,0,1,0,1
4011,700000,5,80000,190.0,74.0,27.39,0,0,0,0,1,0,0
4012,530000,5,58000,190.0,74.0,27.39,0,1,0,0,1,0,0
4013,480000,5,65755,115.0,83.1,21.4,0,1,0,0,1,0,1
4014,710000,5,71000,190.0,74.0,27.39,0,1,0,0,1,0,0
4015,635000,5,52000,190.0,74.0,27.39,0,0,0,0,1,0,0
4016,650000,5,35000,115.0,83.1,21.4,0,1,1,0,1,0,1
4017,735000,4,70000,190.0,74.0,27.39,0,1,0,0,1,0,0
4018,570000,4,25272,113.0,81.8,21.01,0,0,0,0,1,0,1
4019,620000,4,30000,190.0,74.0,27.39,0,1,0,0,1,0,0
4020,530000,4,30000,115.0,83.1,21.4,0,1,1,0,1,0,1
4021,570000,4,35000,115.0,83.1,21.4,0,1,0,0,1,0,1
4022,800000,4,70000,190.0,74.0,27.39,0,1,0,0,1,0,0
4023,515000,4,23000,115.0,83.1,21.4,0,1,0,0,1,0,1
4024,735000,4,70000,190.0,74.0,27.39,0,1,0,0,1,0,0
4025,630000,4,35000,115.0,83.1,21.4,0,1,0,0,1,0,1
4026,752000,4,28000,190.0,74.0,27.39,0,0,0,0,1,0,0
4027,625000,4,15000,115.0,83.1,21.4,0,1,0,0,1,0,1
4028,600000,4,20000,190.0,74.0,27.39,0,1,0,0,1,0,0
4029,530000,4,42000,115.0,83.1,21.4,0,1,0,0,1,0,1
4030,600000,4,56000,190.0,74.0,27.39,0,1,0,0,1,0,0
4031,625000,4,70000,190.0,74.0,27.39,0,1,0,0,1,0,0
4032,600000,4,34000,115.0,83.1,21.4,0,0,1,0,1,0,1
4033,680000,4,71000,190.0,74.0,27.39,0,1,0,0,1,0,0
4034,515000,4,23000,115.0,83.1,21.4,0,1,0,0,1,0,1
4035,800000,4,35000,190.0,74.0,27.39,0,1,0,0,1,0,0
4036,580000,4,20000,115.0,83.1,21.4,0,1,0,0,1,0,1
4037,650000,4,35000,190.0,74.0,27.39,0,1,1,0,1,0,0
4038,740000,4,24400,190.0,74.0,27.39,0,1,0,0,1,0,0
4039,620000,4,37000,113.0,81.8,21.01,0,0,0,0,1,0,1
4040,750000,4,51000,113.0,81.8,19.56,0,0,0,0,0,0,1
4041,670000,4,36000,190.0,74.0,27.39,0,1,0,0,1,0,0
4042,550000,4,46000,115.0,83.1,21.4,0,1,0,0,1,0,1
4043,745000,4,10000,115.0,83.1,21.4,0,1,0,0,0,0,1
4044,610000,3,35000,115.0,83.1,21.4,0,1,0,0,1,0,1
4045,830000,3,5000,115.0,83.1,21.4,0,1,0,0,0,0,1
4046,740000,3,38817,190.0,74.0,27.39,0,0,0,0,1,0,0
4047,740000,3,38817,190.0,74.0,27.39,0,0,0,0,1,0,0
4048,740000,3,38817,190.0,74.0,27.39,0,0,0,0,1,0,0
4049,740000,3,38817,190.0,74.0,27.39,0,0,0,0,1,0,0
4050,740000,3,38817,190.0,74.0,27.39,0,0,0,0,1,0,0
4051,740000,3,38817,190.0,74.0,27.39,0,0,0,0,1,0,0
4052,740000,3,38817,190.0,74.0,27.39,0,0,0,0,1,0,0
4053,625000,3,10000,115.0,83.1,21.4,0,1,0,0,1,0,1
4054,575000,3,20000,115.0,83.1,21.4,0,1,0,0,1,0,1
4055,560000,3,20000,115.0,83.1,21.4,0,1,0,0,1,0,1
4056,740000,3,38817,190.0,74.0,27.39,0,0,0,0,1,0,0
4057,550000,3,10000,115.0,83.1,21.4,0,1,0,0,1,0,1
4058,550000,3,30000,115.0,83.1,21.4,0,1,0,0,1,0,1
4059,740000,3,38817,190.0,74.0,27.39,0,0,0,0,1,0,0
4060,740000,3,38817,190.0,74.0,27.39,0,0,0,0,1,0,0
